,Entity,Code,Year,Nutrient potash,Nutrient phosphate,Nutrient nitrogen
2,Afghanistan,AFG,2013,0.0,1539.0,15694.0
3,Afghanistan,AFG,2014,0.0,1541.0,14416.0
4,Afghanistan,AFG,2015,0.0,1541.0,14416.0
5,Afghanistan,AFG,2016,0.0,1541.0,14416.0
6,Afghanistan,AFG,2017,0.0,1541.0,14416.0
7,Afghanistan,AFG,2018,0.0,1541.0,14416.0
8,Afghanistan,AFG,2019,0.0,1541.0,14416.0
9,Afghanistan,AFG,2020,0.0,1541.0,14416.0
162,Algeria,DZA,2002,0.0,23000.0,72600.0
163,Algeria,DZA,2003,0.0,5980.0,99660.0
164,Algeria,DZA,2004,0.0,53550.0,153790.0
165,Algeria,DZA,2005,0.0,20430.0,83100.0
166,Algeria,DZA,2006,0.0,24310.0,27440.0
167,Algeria,DZA,2007,0.0,42610.0,137780.0
168,Algeria,DZA,2008,0.0,11580.0,11040.0
169,Algeria,DZA,2009,0.0,17400.0,13400.0
170,Algeria,DZA,2010,0.0,22800.0,20800.0
171,Algeria,DZA,2011,0.0,25000.0,19500.0
172,Algeria,DZA,2012,0.0,31200.0,24500.0
173,Algeria,DZA,2013,0.0,27800.0,68000.0
174,Algeria,DZA,2014,0.0,31900.0,438300.0
175,Algeria,DZA,2015,0.0,28200.0,777600.0
176,Algeria,DZA,2016,0.0,32400.0,1043200.0
177,Algeria,DZA,2017,0.0,32400.0,1043200.0
178,Algeria,DZA,2018,0.0,32400.0,1043200.0
179,Algeria,DZA,2019,0.0,32400.0,1043200.0
180,Algeria,DZA,2020,0.0,32400.0,1043200.0
320,Argentina,ARG,2013,0.0,51600.0,630491.6
321,Argentina,ARG,2014,400.0,68400.0,470858.25
322,Argentina,ARG,2015,400.0,71000.0,431740.0
323,Argentina,ARG,2016,600.0,80000.0,542945.75
324,Argentina,ARG,2017,660.0,82800.0,617126.56
325,Argentina,ARG,2018,660.0,82618.0,436101.0
326,Argentina,ARG,2019,600.0,86540.0,510238.2
327,Argentina,ARG,2020,480.0,90000.0,559953.7
449,Australia,AUS,1986,700.0,610800.0,226200.0
450,Australia,AUS,1987,500.0,747100.0,249700.0
451,Australia,AUS,1988,700.0,723000.0,235900.0
452,Australia,AUS,1989,300.0,511300.0,230000.0
453,Australia,AUS,2002,0.0,637312.0,354464.0
454,Australia,AUS,2003,0.0,625824.0,314751.0
455,Australia,AUS,2004,0.0,637634.0,326123.0
456,Australia,AUS,2005,0.0,596768.0,338588.0
457,Australia,AUS,2006,0.0,585820.0,337240.0
458,Australia,AUS,2007,0.0,747920.0,392912.0
459,Australia,AUS,2008,0.0,538752.0,330489.0
460,Australia,AUS,2009,0.0,540088.0,543309.0
461,Australia,AUS,2010,0.0,412475.0,285633.0
462,Australia,AUS,2011,0.0,572887.0,317961.0
463,Australia,AUS,2012,0.0,582856.0,237495.0
464,Australia,AUS,2013,0.0,305344.0,716831.6
465,Australia,AUS,2014,0.0,321334.7,342300.0
466,Australia,AUS,2015,0.0,451251.16,413300.0
467,Australia,AUS,2016,0.0,524512.44,423400.0
468,Australia,AUS,2017,0.0,464767.38,423400.0
469,Australia,AUS,2018,0.0,513407.16,423400.0
470,Australia,AUS,2019,0.0,424297.16,423400.0
471,Australia,AUS,2020,0.0,482509.12,423400.0
591,Bangladesh,BGD,2002,0.0,49500.0,1155433.0
592,Bangladesh,BGD,2003,0.0,58866.0,952070.0
593,Bangladesh,BGD,2004,0.0,64750.0,923410.0
594,Bangladesh,BGD,2005,0.0,69022.0,880646.0
595,Bangladesh,BGD,2006,0.0,69015.0,815701.0
596,Bangladesh,BGD,2007,0.0,65150.0,855556.0
597,Bangladesh,BGD,2013,0.0,31280.0,477460.0
598,Bangladesh,BGD,2014,0.0,61640.0,394580.0
599,Bangladesh,BGD,2015,0.0,69460.0,415220.0
600,Bangladesh,BGD,2016,0.0,90620.0,482040.0
601,Bangladesh,BGD,2017,0.0,76360.0,435200.0
602,Bangladesh,BGD,2018,0.0,70840.0,361160.0
603,Bangladesh,BGD,2019,0.0,82800.0,379840.0
604,Bangladesh,BGD,2020,0.0,82800.0,379840.0
670,Belarus,BLR,1992,3311000.0,101000.0,567700.0
671,Belarus,BLR,1993,1947000.0,68100.0,457800.0
672,Belarus,BLR,1994,2510000.0,27700.0,404800.0
673,Belarus,BLR,1995,2789000.0,46100.0,429000.0
674,Belarus,BLR,1996,2716000.0,91500.0,449600.0
675,Belarus,BLR,1997,3247000.0,128200.0,378900.0
676,Belarus,BLR,1998,3451000.0,127000.0,442500.0
677,Belarus,BLR,1999,3613000.0,48800.0,534400.0
678,Belarus,BLR,2000,3372000.0,87000.0,574300.0
679,Belarus,BLR,2001,3687000.0,84200.0,608200.0
680,Belarus,BLR,2002,3811893.0,73955.0,644420.0
681,Belarus,BLR,2003,4276274.0,86242.0,635865.0
682,Belarus,BLR,2004,4712104.0,114298.0,665034.0
683,Belarus,BLR,2005,4886995.0,135816.0,682065.0
684,Belarus,BLR,2006,4565090.0,148848.0,711548.0
685,Belarus,BLR,2007,5097439.0,152374.0,749944.0
686,Belarus,BLR,2008,5066066.0,173482.0,727975.0
687,Belarus,BLR,2009,2434559.0,173733.0,731378.0
688,Belarus,BLR,2010,5209053.0,196042.0,771295.0
689,Belarus,BLR,2011,5292855.0,193147.0,813922.0
690,Belarus,BLR,2012,4828161.0,122775.0,832766.0
691,Belarus,BLR,2013,4242736.0,203462.0,833096.0
692,Belarus,BLR,2014,6339990.0,186295.0,841911.0
693,Belarus,BLR,2015,6467878.0,178709.0,861185.0
694,Belarus,BLR,2016,6180050.0,174567.0,843010.0
695,Belarus,BLR,2017,7101799.0,201319.0,854320.0
696,Belarus,BLR,2018,7346096.0,211100.0,869965.0
697,Belarus,BLR,2019,7348293.0,216967.0,988187.0
698,Belarus,BLR,2020,7562153.0,215017.0,958943.0
699,Belgium,BEL,2002,0.0,175000.0,790000.0
700,Belgium,BEL,2003,0.0,150000.0,790000.0
701,Belgium,BEL,2004,0.0,149600.0,840200.0
702,Belgium,BEL,2005,0.0,135200.0,922600.0
703,Belgium,BEL,2006,0.0,146200.0,958600.0
704,Belgium,BEL,2007,0.0,152500.0,1004300.0
705,Belgium,BEL,2008,0.0,142000.0,888400.0
706,Belgium,BEL,2009,0.0,106000.0,884300.0
707,Belgium,BEL,2010,0.0,130000.0,946500.0
708,Belgium,BEL,2011,0.0,110000.0,955600.0
709,Belgium,BEL,2012,0.0,104000.0,931700.0
710,Belgium,BEL,2013,0.0,236900.0,873300.0
711,Belgium,BEL,2014,0.0,219700.0,847100.0
712,Belgium,BEL,2015,0.0,254500.0,864300.0
713,Belgium,BEL,2016,0.0,255100.0,822300.0
714,Belgium,BEL,2017,0.0,301400.0,865900.0
715,Belgium,BEL,2018,0.0,319700.0,787600.0
716,Belgium,BEL,2019,0.0,319700.0,787600.0
717,Belgium,BEL,2020,0.0,319700.0,787600.0
825,Bosnia and Herzegovina,BIH,2011,0.2,0.2,84343.2
827,Bosnia and Herzegovina,BIH,2013,0.35,0.35,48908.35
830,Bosnia and Herzegovina,BIH,2016,0.0,38.42,43843.48
849,Brazil,BRA,1985,6000.0,1281700.0,696187.0
850,Brazil,BRA,1986,10520.0,1501490.0,714174.0
851,Brazil,BRA,1987,37308.0,1471590.0,746069.0
852,Brazil,BRA,1988,55720.0,1407200.0,705089.0
853,Brazil,BRA,1989,109417.0,1298800.0,748499.0
854,Brazil,BRA,1990,68073.0,1090698.0,737221.0
855,Brazil,BRA,1991,101137.0,1113346.0,704320.0
856,Brazil,BRA,1992,77260.0,1110137.0,664628.0
857,Brazil,BRA,1993,173942.0,1235448.0,709188.0
858,Brazil,BRA,1994,229365.0,1428583.0,768253.0
859,Brazil,BRA,1995,224128.0,1264670.0,795645.0
860,Brazil,BRA,1996,240695.0,1305138.0,779003.0
861,Brazil,BRA,1997,281381.0,1354136.0,808425.0
862,Brazil,BRA,1998,326486.0,1368989.0,728048.0
863,Brazil,BRA,1999,347836.0,1357784.0,847608.0
864,Brazil,BRA,2000,353168.0,1496136.0,772211.0
865,Brazil,BRA,2001,357228.0,1444863.0,657750.0
866,Brazil,BRA,2002,363786.0,1532564.6,894759.25
867,Brazil,BRA,2003,377311.0,1628284.5,841992.0
868,Brazil,BRA,2004,371474.0,1872373.6,909389.1
869,Brazil,BRA,2005,371694.0,1702746.4,916965.7
870,Brazil,BRA,2006,424213.0,1884335.5,919394.56
871,Brazil,BRA,2007,389162.0,2180542.2,824270.5
872,Brazil,BRA,2008,351890.0,2032477.8,837947.44
873,Brazil,BRA,2009,415648.0,1606292.6,724633.5
874,Brazil,BRA,2010,385244.0,1924612.5,927493.1
875,Brazil,BRA,2011,359221.0,2007276.5,888308.4
876,Brazil,BRA,2012,318149.0,1977859.5,797713.9
877,Brazil,BRA,2013,285445.0,2060971.0,848885.75
878,Brazil,BRA,2014,285566.0,2097133.4,813012.06
879,Brazil,BRA,2015,279139.0,2071943.0,831223.9
880,Brazil,BRA,2016,289468.0,1518396.0,708327.9
881,Brazil,BRA,2017,281229.0,1627806.8,510760.97
882,Brazil,BRA,2018,199521.0,2031722.9,541930.9
883,Brazil,BRA,2019,238963.0,1463102.9,356784.6
884,Brazil,BRA,2020,249709.0,3544674.0,415795.0
928,Bulgaria,BGR,2003,0.0,166300.0,288200.0
929,Bulgaria,BGR,2004,0.0,156500.0,331300.0
930,Bulgaria,BGR,2005,0.0,173100.0,348700.0
931,Bulgaria,BGR,2013,0.0,110000.0,185988.78
1065,Canada,CAN,1962,358668.0,271664.0,302359.0
1066,Canada,CAN,1963,679780.0,320638.0,314447.0
1067,Canada,CAN,1964,1067221.0,339432.0,340674.0
1068,Canada,CAN,1965,1748939.0,418771.0,377340.0
1069,Canada,CAN,1966,1999678.0,483955.0,477906.0
1070,Canada,CAN,1967,2696191.0,488925.0,470095.0
1071,Canada,CAN,1968,2799615.0,475312.0,554179.0
1072,Canada,CAN,1969,3566189.0,450416.0,671639.0
1073,Canada,CAN,1970,3178800.0,560000.0,726155.0
1074,Canada,CAN,1971,3920000.0,721000.0,805000.0
1075,Canada,CAN,1972,3820000.0,738419.0,771615.0
1076,Canada,CAN,1973,5072800.0,696321.0,802930.0
1077,Canada,CAN,1974,5622700.0,660920.0,895000.0
1078,Canada,CAN,1975,4841700.0,610000.0,774700.0
1079,Canada,CAN,1976,5655400.0,631800.0,1204000.0
1080,Canada,CAN,1977,6206500.0,650900.0,1577700.0
1081,Canada,CAN,1978,6387000.0,659600.0,1673900.0
1082,Canada,CAN,1979,7063000.0,702600.0,1708600.0
1083,Canada,CAN,1980,7337000.0,724000.0,1755000.0
1084,Canada,CAN,1981,6043000.0,658000.0,1825000.0
1085,Canada,CAN,1982,5377800.0,641100.0,1897100.0
1086,Canada,CAN,1983,7154000.0,687900.0,2370900.0
1087,Canada,CAN,1984,7285000.0,635500.0,2542900.0
1088,Canada,CAN,1985,6521500.0,630300.0,2825300.0
1089,Canada,CAN,1986,7042500.0,465200.0,2466500.0
1090,Canada,CAN,1987,7841300.0,436400.0,2762000.0
1091,Canada,CAN,1988,8088900.0,463900.0,3000000.0
1092,Canada,CAN,1989,7360100.0,440012.0,2706001.0
1093,Canada,CAN,1990,7090800.0,354042.0,2842790.0
1094,Canada,CAN,1991,7013915.0,463200.0,2904173.0
1095,Canada,CAN,1992,7246900.0,395471.0,2971740.0
1096,Canada,CAN,1993,6810300.0,446600.0,3850610.0
1097,Canada,CAN,1994,8889300.0,355000.0,3801330.0
1098,Canada,CAN,1995,7966200.0,381000.0,4018940.0
1099,Canada,CAN,1996,8043600.0,383000.0,3864200.0
1100,Canada,CAN,1997,9029200.0,372570.0,3654300.0
1101,Canada,CAN,1998,9195100.0,357800.0,3737100.0
1102,Canada,CAN,1999,8230500.0,273000.0,4141400.0
1103,Canada,CAN,2000,9174000.0,239720.0,3831040.0
1104,Canada,CAN,2001,8307000.0,317720.0,3331790.0
1105,Canada,CAN,2002,8134432.0,328000.0,3087621.0
1106,Canada,CAN,2003,9543776.0,292000.0,2905009.0
1107,Canada,CAN,2004,10317152.0,352000.0,3048059.0
1108,Canada,CAN,2005,8073079.0,294900.0,3109020.0
1109,Canada,CAN,2006,10047000.0,220000.0,2309320.0
1110,Canada,CAN,2007,10807200.0,245000.0,3234810.0
1111,Canada,CAN,2008,6795000.0,268800.0,3192990.0
1112,Canada,CAN,2009,7037400.0,278600.0,3129160.0
1113,Canada,CAN,2010,10289400.0,280300.0,3361936.0
1114,Canada,CAN,2011,9919200.0,322800.0,3443253.0
1115,Canada,CAN,2012,9877000.0,261800.0,3358080.0
1116,Canada,CAN,2013,9544200.0,285900.0,3820380.0
1117,Canada,CAN,2014,10436400.0,303600.0,3707220.0
1118,Canada,CAN,2015,11277600.0,290000.0,3994220.0
1119,Canada,CAN,2016,10711800.0,310900.0,4122960.0
1120,Canada,CAN,2017,12179400.0,241700.0,3735920.0
1121,Canada,CAN,2018,13989800.0,270000.0,3822840.0
1122,Canada,CAN,2019,12179400.0,241700.0,3927800.0
1123,Canada,CAN,2020,12179400.0,241700.0,2726165.0
1293,Chile,CHL,1961,54738.0,3304.0,173812.0
1294,Chile,CHL,1962,54333.0,4406.0,172526.0
1295,Chile,CHL,1963,55976.0,5804.0,177742.0
1296,Chile,CHL,1964,58531.0,7060.0,183638.0
1297,Chile,CHL,1965,59287.0,4773.0,178844.0
1298,Chile,CHL,1966,46027.0,6107.0,157576.0
1299,Chile,CHL,1967,24108.0,7423.0,131873.0
1300,Chile,CHL,1968,16000.0,10221.0,102954.0
1301,Chile,CHL,1969,17424.0,14446.0,120314.0
1302,Chile,CHL,1970,17743.0,22858.0,101574.0
1303,Chile,CHL,1971,23443.0,14217.0,126636.0
1304,Chile,CHL,1972,17983.0,31151.0,108039.0
1305,Chile,CHL,1973,21647.0,30020.0,106654.0
1306,Chile,CHL,1974,11293.0,26054.0,111410.0
1307,Chile,CHL,1975,13961.0,21362.0,85268.0
1308,Chile,CHL,1976,16662.0,7104.0,95872.0
1309,Chile,CHL,1977,12043.0,5901.0,88890.0
1315,Chile,CHL,1983,21280.0,1600.0,98080.0
1316,Chile,CHL,1984,21600.0,3700.0,112750.0
1317,Chile,CHL,1985,21800.0,3700.0,126700.0
1318,Chile,CHL,1986,26900.0,5438.0,122260.0
1319,Chile,CHL,1987,28000.0,4054.0,115000.0
1320,Chile,CHL,1988,38000.0,4000.0,115000.0
1321,Chile,CHL,1989,32000.0,4000.0,105000.0
1322,Chile,CHL,1990,41000.0,5000.0,110000.0
1323,Chile,CHL,1991,37500.0,4000.0,98000.0
1324,Chile,CHL,1992,35300.0,4000.0,126000.0
1325,Chile,CHL,1993,30000.0,5000.0,116000.0
1326,Chile,CHL,1994,52000.0,5000.0,97000.0
1327,Chile,CHL,1995,52000.0,5000.0,111000.0
1328,Chile,CHL,1996,178800.0,4000.0,111000.0
1336,Chile,CHL,2004,559000.0,30.0,120370.0
1337,Chile,CHL,2005,528274.0,246.0,130750.0
1353,China,CHN,1961,2000.0,146000.0,228000.0
1354,China,CHN,1963,1000.0,223000.0,554000.0
1355,China,CHN,1964,1000.0,368000.0,817000.0
1356,China,CHN,1965,1000.0,724000.0,1184000.0
1357,China,CHN,1966,2000.0,985000.0,1619000.0
1358,China,CHN,1967,4000.0,659000.0,1178000.0
1359,China,CHN,1968,3000.0,465000.0,876000.0
1360,China,CHN,1969,3000.0,767000.0,1218000.0
1361,China,CHN,1970,5000.0,950000.0,1680000.0
1362,China,CHN,1971,12000.0,1125000.0,2082000.0
1363,China,CHN,1972,8000.0,1303000.0,2645000.0
1364,China,CHN,1973,7000.0,1634000.0,3220000.0
1365,China,CHN,1974,5000.0,1451000.0,3017000.0
1366,China,CHN,1975,7000.0,1596000.0,3964000.0
1367,China,CHN,1976,11000.0,1485000.0,4042000.0
1368,China,CHN,1977,21000.0,1781000.0,5751000.0
1369,China,CHN,1978,21000.0,1108400.0,7903100.0
1370,China,CHN,1979,15700.0,1869900.0,9095900.0
1371,China,CHN,1980,19800.0,2367000.0,10286000.0
1372,China,CHN,1981,24400.0,2593600.0,10154000.0
1373,China,CHN,1982,25000.0,2888100.0,10458000.0
1374,China,CHN,1983,29000.0,3023200.0,11322500.0
1375,China,CHN,1984,32000.0,2730900.0,12452000.0
1376,China,CHN,1985,23000.0,2115200.0,11666700.0
1377,China,CHN,1986,24000.0,2410800.0,11858500.0
1378,China,CHN,1987,39700.0,3340600.0,13684900.0
1379,China,CHN,1988,53800.0,3766200.0,13953700.0
1380,China,CHN,1989,32000.0,3807700.0,14519300.0
1381,China,CHN,1990,46000.0,4196000.0,14915500.0
1382,China,CHN,1991,98000.0,4641400.0,15300700.0
1383,China,CHN,1992,91000.0,4700000.0,15962619.0
1384,China,CHN,1993,70000.0,4240300.0,15581034.0
1385,China,CHN,1994,116500.0,4946000.0,16342016.0
1386,China,CHN,1995,223000.0,6091300.0,19035070.0
1387,China,CHN,1996,218000.0,5822000.0,21042778.0
1388,China,CHN,1997,170000.0,6419000.0,20232134.0
1389,China,CHN,1998,213000.0,6713000.0,21530000.0
1390,China,CHN,1999,218000.0,6430000.0,22833056.0
1391,China,CHN,2000,275000.0,6687000.0,21559100.0
1392,China,CHN,2001,395000.0,7451462.0,22075728.0
1393,China,CHN,2002,430000.0,8056000.0,23352352.0
1394,China,CHN,2003,620000.0,8806000.0,25766680.0
1395,China,CHN,2004,840000.0,10200000.0,27608176.0
1396,China,CHN,2005,1475000.0,11121000.0,26932058.0
1397,China,CHN,2006,1750000.0,11998000.0,27733734.0
1398,China,CHN,2007,2498800.0,12572300.0,31252788.0
1399,China,CHN,2008,2912200.0,12140900.0,30942146.0
1400,China,CHN,2009,3627800.0,14160900.0,30965620.0
1401,China,CHN,2010,3967600.0,17015000.0,33928760.0
1402,China,CHN,2011,4915100.0,17662600.0,33856908.0
1403,China,CHN,2012,5299500.0,16558600.0,35234572.0
1404,China,CHN,2013,5098900.0,16328700.0,36138484.0
1405,China,CHN,2014,6104700.0,17430100.0,39595784.0
1406,China,CHN,2015,6042200.0,18572000.0,40465380.0
1407,China,CHN,2016,6650400.0,18591100.0,37436500.0
1408,China,CHN,2017,5964900.0,15010500.0,34812344.0
1409,China,CHN,2018,6145883.0,13237600.0,32657768.0
1410,China,CHN,2019,6145883.0,13237600.0,32396038.0
1411,China,CHN,2020,6145883.0,13237600.0,31941570.0
1473,Colombia,COL,2000,231000.0,7800.0,76700.0
1474,Colombia,COL,2002,0.0,6500.0,81000.0
1475,Colombia,COL,2003,0.0,6500.0,86200.0
1476,Colombia,COL,2004,0.0,54000.0,77200.0
1477,Colombia,COL,2005,0.0,35000.0,54700.0
1478,Colombia,COL,2006,0.0,45000.0,67500.0
1479,Colombia,COL,2007,0.0,45000.0,70200.0
1480,Colombia,COL,2008,0.0,50000.0,70200.0
1481,Colombia,COL,2009,0.0,55000.0,83300.0
1482,Colombia,COL,2010,0.0,55000.0,116900.0
1483,Colombia,COL,2011,0.0,45000.0,107800.0
1484,Colombia,COL,2012,0.0,85000.0,80500.0
1485,Colombia,COL,2013,69000.0,53500.0,77700.0
1486,Colombia,COL,2014,86800.0,67100.0,98100.0
1487,Colombia,COL,2015,0.0,64000.0,95400.0
1488,Colombia,COL,2016,84000.0,65100.0,84900.0
1489,Colombia,COL,2017,86400.0,66100.0,87200.0
1490,Colombia,COL,2018,99800.0,70900.0,92400.0
1491,Colombia,COL,2019,99800.0,70900.0,92400.0
1492,Colombia,COL,2020,99800.0,70900.0,92400.0
1628,Croatia,HRV,2002,0.0,50000.0,262000.0
1629,Croatia,HRV,2003,0.0,70009.0,286064.0
1630,Croatia,HRV,2004,0.0,69842.0,335148.0
1631,Croatia,HRV,2005,0.0,111741.0,323223.0
1632,Croatia,HRV,2006,0.0,123053.0,332406.0
1633,Croatia,HRV,2007,0.0,128343.0,350988.0
1634,Croatia,HRV,2008,0.0,119563.0,353180.0
1635,Croatia,HRV,2009,0.0,54632.0,305455.0
1636,Croatia,HRV,2010,0.0,68298.0,357342.0
1637,Croatia,HRV,2011,0.0,84977.0,379467.0
1638,Croatia,HRV,2012,0.0,70856.0,345669.0
1639,Croatia,HRV,2013,26998.0,37007.0,328380.0
1640,Croatia,HRV,2014,23746.0,27179.0,342968.0
1641,Croatia,HRV,2015,39716.75,50694.95,351518.0
1642,Croatia,HRV,2016,40838.65,50760.45,342220.28
1643,Croatia,HRV,2017,49454.95,56317.35,386829.7
1644,Croatia,HRV,2018,45159.45,56194.45,323525.22
1645,Croatia,HRV,2019,40955.85,42172.05,377740.38
1646,Croatia,HRV,2020,36090.1,37340.3,364161.12
1741,Czechia,CZE,2001,15519.0,17013.0,296433.0
1819,Denmark,DNK,2002,0.0,15000.0,116165.0
1820,Denmark,DNK,2003,0.0,15000.0,148459.0
1821,Denmark,DNK,2004,0.0,7500.0,92787.0
2120,Egypt,EGY,2002,0.0,187000.0,1557510.0
2121,Egypt,EGY,2003,0.0,190500.0,1558830.0
2122,Egypt,EGY,2004,0.0,253000.0,1584400.0
2123,Egypt,EGY,2005,0.0,288800.0,1552008.0
2124,Egypt,EGY,2006,0.0,240800.0,1750977.0
2125,Egypt,EGY,2007,0.0,264700.0,2286460.0
2126,Egypt,EGY,2008,0.0,297500.0,2618560.0
2127,Egypt,EGY,2009,0.0,243400.0,2723590.0
2128,Egypt,EGY,2010,0.0,379580.0,2800020.0
2129,Egypt,EGY,2011,0.0,410200.0,2687430.0
2130,Egypt,EGY,2012,0.0,517410.0,2391830.0
2131,Egypt,EGY,2013,17900.0,424850.0,2660000.0
2132,Egypt,EGY,2014,25900.0,589830.0,2660000.0
2133,Egypt,EGY,2015,17000.0,402956.78,2200000.0
2134,Egypt,EGY,2016,11000.0,281412.7,1800000.0
2135,Egypt,EGY,2017,10900.0,408400.0,2800000.0
2136,Egypt,EGY,2018,9800.0,462800.0,3700000.0
2137,Egypt,EGY,2019,9800.0,462800.0,4200000.0
2138,Egypt,EGY,2020,9800.0,462800.0,4500000.0
2394,Finland,FIN,1961,900.0,68162.0,51065.0
2395,Finland,FIN,1962,740.0,71129.0,45864.0
2396,Finland,FIN,1963,470.0,104901.0,60336.0
2397,Finland,FIN,1964,883.0,95499.0,77371.0
2398,Finland,FIN,1965,893.0,123520.0,93590.0
2399,Finland,FIN,1966,1152.0,159654.0,111092.0
2400,Finland,FIN,1967,1332.0,134111.0,101190.0
2401,Finland,FIN,1968,1344.0,165051.0,100950.0
2402,Finland,FIN,1969,1294.0,171477.0,150513.0
2403,Finland,FIN,1970,1222.0,191551.0,193175.0
2404,Finland,FIN,1971,1180.0,185614.0,200876.0
2405,Finland,FIN,1972,1375.0,213010.0,242928.0
2406,Finland,FIN,1973,216.0,201560.0,243556.0
2407,Finland,FIN,2002,0.0,126761.69,267709.53
2408,Finland,FIN,2003,0.0,100000.0,190123.83
2409,Finland,FIN,2004,0.0,86846.54,251045.69
2410,Finland,FIN,2005,0.0,129402.32,262213.12
2411,Finland,FIN,2006,0.0,121768.0,229908.33
2412,Finland,FIN,2007,0.0,134010.33,279459.62
2413,Finland,FIN,2008,0.0,95883.2,305032.44
2414,Finland,FIN,2009,0.0,98881.08,256052.27
2415,Finland,FIN,2010,0.0,110542.83,312274.0
2416,Finland,FIN,2011,0.0,140244.72,261087.3
2417,Finland,FIN,2012,0.0,156966.7,298159.0
2418,Finland,FIN,2013,0.0,190075.66,370900.62
2419,Finland,FIN,2014,0.0,159960.77,203117.7
2420,Finland,FIN,2015,0.0,158621.27,283410.2
2421,Finland,FIN,2016,0.0,150744.06,250602.14
2422,Finland,FIN,2017,0.0,122448.92,195806.73
2423,Finland,FIN,2018,0.0,144798.22,195806.73
2424,Finland,FIN,2019,0.0,136753.16,195806.73
2425,Finland,FIN,2020,0.0,130191.84,195806.73
2454,France,FRA,1961,1691900.0,811800.0,772600.0
2455,France,FRA,1962,1680300.0,823000.0,745859.0
2456,France,FRA,1963,1822619.0,983495.0,912503.0
