,Entity,Code,Year,Nutrient potash,Nutrient phosphate,Nutrient nitrogen
3749,Lithuania,LTU,2017,0.0,382569.84,928641.0
3750,Lithuania,LTU,2018,0.0,348442.0,780374.3
3751,Lithuania,LTU,2019,0.0,328899.9,865024.56
3752,Lithuania,LTU,2020,0.0,341686.44,843058.4
4049,Mexico,MEX,2002,0.0,115237.0,273628.0
4050,Mexico,MEX,2003,0.0,102137.0,204562.0
4051,Mexico,MEX,2004,0.0,144187.0,275000.0
4052,Mexico,MEX,2013,0.0,491100.0,690200.0
4053,Mexico,MEX,2014,0.0,470000.0,645300.0
4054,Mexico,MEX,2015,0.0,462100.0,611600.0
4055,Mexico,MEX,2016,0.0,539200.0,548500.0
4056,Mexico,MEX,2017,0.0,482500.0,544700.0
4057,Mexico,MEX,2018,0.0,505300.0,513400.0
4058,Mexico,MEX,2019,0.0,505300.0,513400.0
4059,Mexico,MEX,2020,0.0,205658.4,239601.56
4171,Morocco,MAR,2002,0.0,1148270.0,338650.0
4172,Morocco,MAR,2003,0.0,1118380.0,308000.0
4173,Morocco,MAR,2004,0.0,1057160.0,329160.0
4174,Morocco,MAR,2005,0.0,1042130.0,264100.0
4175,Morocco,MAR,2006,0.0,1154570.0,298940.0
4176,Morocco,MAR,2007,0.0,1168400.0,275500.0
4177,Morocco,MAR,2008,0.0,922200.0,197940.0
4178,Morocco,MAR,2010,0.0,1840329.0,498332.0
4179,Morocco,MAR,2011,0.0,2070791.0,562687.0
4180,Morocco,MAR,2012,0.0,2398675.0,641867.0
4181,Morocco,MAR,2013,0.0,1999230.4,540007.44
4182,Morocco,MAR,2014,0.0,2257863.0,572898.2
4183,Morocco,MAR,2015,0.0,2031414.2,621676.56
4184,Morocco,MAR,2016,0.0,2764620.0,803835.56
4185,Morocco,MAR,2017,0.0,4023400.0,1222800.0
4186,Morocco,MAR,2018,0.0,3715400.0,1135100.0
4187,Morocco,MAR,2019,0.0,3715400.0,1135100.0
4188,Morocco,MAR,2020,0.0,3715400.0,1135100.0
4400,Netherlands,NLD,1961,2600.0,182400.0,435400.0
4401,Netherlands,NLD,1962,2568.0,159351.0,456623.0
4402,Netherlands,NLD,1963,2500.0,191900.0,474200.0
4403,Netherlands,NLD,1964,2514.0,203704.0,527161.0
4404,Netherlands,NLD,1965,2506.0,201052.0,561473.0
4405,Netherlands,NLD,1966,588.0,204979.0,684070.0
4406,Netherlands,NLD,1967,848.0,251339.0,849349.0
4407,Netherlands,NLD,1968,951.0,273292.0,954119.0
4408,Netherlands,NLD,1969,878.0,283865.0,892642.0
4409,Netherlands,NLD,1970,947.0,275207.0,956863.0
4410,Netherlands,NLD,1971,1415.0,294777.0,1038025.0
4411,Netherlands,NLD,1972,3587.0,351492.0,1216594.0
4412,Netherlands,NLD,1973,195.0,349766.0,1211761.0
4413,Netherlands,NLD,1974,2601.0,337227.0,1334532.0
4414,Netherlands,NLD,1975,3085.0,179178.0,1155309.0
4415,Netherlands,NLD,2002,0.0,112213.0,1478365.0
4416,Netherlands,NLD,2003,0.0,158500.0,1427083.0
4417,Netherlands,NLD,2004,0.0,166221.0,1584753.0
4418,Netherlands,NLD,2005,0.0,204660.0,1534664.0
4419,Netherlands,NLD,2006,0.0,171776.0,1536210.0
4420,Netherlands,NLD,2012,0.0,112500.0,1650206.0
4421,Netherlands,NLD,2013,0.0,100193.0,1734418.0
4422,Netherlands,NLD,2014,0.0,113538.0,1878333.0
4423,Netherlands,NLD,2015,0.0,126883.0,2022248.0
4424,Netherlands,NLD,2016,0.0,140228.0,2166163.0
4425,Netherlands,NLD,2017,0.0,93800.0,1683800.0
4426,Netherlands,NLD,2018,0.0,69700.0,1553000.0
4427,Netherlands,NLD,2019,0.0,69700.0,1553000.0
4428,Netherlands,NLD,2020,0.0,69700.0,1553000.0
4465,New Zealand,NZL,2002,0.0,286841.0,113994.0
4466,New Zealand,NZL,2003,0.0,297005.0,119960.0
4467,New Zealand,NZL,2004,0.0,159453.0,184454.0
4468,New Zealand,NZL,2005,0.0,132184.0,174012.0
4469,New Zealand,NZL,2006,0.0,113563.0,129765.0
4470,New Zealand,NZL,2013,0.0,250000.0,103400.0
4471,New Zealand,NZL,2014,0.0,216800.0,125100.0
4472,New Zealand,NZL,2015,0.0,190200.0,109400.0
4473,New Zealand,NZL,2016,0.0,177500.0,104500.0
4474,New Zealand,NZL,2017,0.0,195000.0,104000.0
4475,New Zealand,NZL,2018,0.0,195000.0,104000.0
4476,New Zealand,NZL,2019,0.0,195000.0,104000.0
4477,New Zealand,NZL,2020,0.0,195000.0,104000.0
4593,North Korea,PRK,1961,0.0,45000.0,84000.0
4594,North Korea,PRK,1962,0.0,45000.0,74000.0
4595,North Korea,PRK,1963,0.0,45000.0,83000.0
4596,North Korea,PRK,1964,0.0,45000.0,92000.0
4597,North Korea,PRK,1965,0.0,58000.0,105000.0
4598,North Korea,PRK,1966,0.0,60000.0,121000.0
4599,North Korea,PRK,1967,0.0,63000.0,130000.0
4600,North Korea,PRK,1968,0.0,64000.0,140000.0
4601,North Korea,PRK,1969,0.0,69000.0,157000.0
4602,North Korea,PRK,1970,0.0,87000.0,205000.0
4603,North Korea,PRK,1971,0.0,98000.0,220000.0
4604,North Korea,PRK,1972,0.0,105000.0,230000.0
4605,North Korea,PRK,1973,0.0,81000.0,240000.0
4606,North Korea,PRK,1974,0.0,113000.0,250000.0
4607,North Korea,PRK,1975,0.0,115000.0,260000.0
4608,North Korea,PRK,1976,0.0,127000.0,370000.0
4609,North Korea,PRK,1977,0.0,127000.0,440000.0
4610,North Korea,PRK,1978,0.0,127000.0,540000.0
4611,North Korea,PRK,1979,0.0,127000.0,550000.0
4612,North Korea,PRK,1980,0.0,127000.0,553000.0
4613,North Korea,PRK,1981,0.0,130000.0,600000.0
4614,North Korea,PRK,1982,0.0,130000.0,588000.0
4615,North Korea,PRK,1983,0.0,130000.0,608000.0
4616,North Korea,PRK,1984,0.0,132000.0,620000.0
4617,North Korea,PRK,1985,0.0,135000.0,630000.0
4618,North Korea,PRK,1986,0.0,137000.0,640000.0
4619,North Korea,PRK,1987,0.0,137000.0,650000.0
4620,North Korea,PRK,1988,0.0,137000.0,660000.0
4621,North Korea,PRK,1989,0.0,137000.0,660000.0
4622,North Korea,PRK,1990,0.0,137000.0,660000.0
4623,North Korea,PRK,1991,0.0,137000.0,660000.0
4624,North Korea,PRK,1992,0.0,130000.0,660000.0
4625,North Korea,PRK,1993,0.0,130000.0,660000.0
4626,North Korea,PRK,1994,0.0,20000.0,314000.0
4627,North Korea,PRK,1995,0.0,20000.0,75000.0
4628,North Korea,PRK,1996,0.0,20000.0,72000.0
4629,North Korea,PRK,1997,0.0,20000.0,72000.0
4630,North Korea,PRK,1998,0.0,10000.0,72000.0
4631,North Korea,PRK,1999,0.0,32000.0,72000.0
4632,North Korea,PRK,2000,0.0,20000.0,30000.0
4633,North Korea,PRK,2001,0.0,20000.0,7000.0
4634,North Korea,PRK,2002,0.0,20000.0,2000.0
4635,North Korea,PRK,2003,0.0,20000.0,2000.0
4846,Norway,NOR,2002,0.0,278864.78,459180.0
4847,Norway,NOR,2003,0.0,288523.25,433288.84
4848,Norway,NOR,2004,0.0,311140.88,454405.7
4849,Norway,NOR,2005,0.0,291914.47,420185.72
4850,Norway,NOR,2006,0.0,323747.34,497047.53
4851,Norway,NOR,2007,0.0,321387.8,521170.34
4852,Norway,NOR,2008,0.0,325323.5,499168.56
4853,Norway,NOR,2009,0.0,206690.73,341414.2
4854,Norway,NOR,2010,0.0,311655.3,516685.12
4855,Norway,NOR,2011,0.0,297976.12,504870.84
4856,Norway,NOR,2012,0.0,324393.0,511352.97
4857,Norway,NOR,2013,0.0,361899.97,581576.06
4858,Norway,NOR,2014,0.0,366613.84,549618.44
4859,Norway,NOR,2015,0.0,350198.34,589343.0
4860,Norway,NOR,2016,0.0,342526.94,534248.25
4861,Norway,NOR,2017,0.0,357710.5,570914.9
4862,Norway,NOR,2018,0.0,360924.28,637166.44
4863,Norway,NOR,2019,0.0,374830.1,615440.3
4864,Norway,NOR,2020,0.0,359195.78,630373.56
4985,Pakistan,PAK,2002,11000.0,111000.0,2192000.0
4986,Pakistan,PAK,2003,13000.0,143760.0,2260071.0
4987,Pakistan,PAK,2004,21000.0,301051.0,2267285.0
4988,Pakistan,PAK,2005,15000.0,343937.0,2424785.0
4989,Pakistan,PAK,2006,10000.0,323539.0,2464737.0
4990,Pakistan,PAK,2007,13000.0,292623.0,2442411.0
4991,Pakistan,PAK,2008,10000.0,330510.0,2544878.0
4992,Pakistan,PAK,2009,10000.0,376066.0,2579587.0
4993,Pakistan,PAK,2010,12000.0,410965.0,2707356.0
4994,Pakistan,PAK,2011,10000.0,441894.0,2613167.0
4995,Pakistan,PAK,2012,7500.0,401228.0,2235192.0
4996,Pakistan,PAK,2013,9606.0,462928.0,2455549.0
4997,Pakistan,PAK,2014,12186.0,458807.0,2621809.0
4998,Pakistan,PAK,2015,12987.0,544531.0,2927796.0
4999,Pakistan,PAK,2016,11683.16,536628.8,3213797.0
5000,Pakistan,PAK,2017,10271.44,541984.8,3063037.0
5001,Pakistan,PAK,2018,10271.44,541984.8,3063037.0
5002,Pakistan,PAK,2019,18205.0,511597.0,3208561.0
5003,Pakistan,PAK,2020,18833.0,571890.0,3370461.0
5139,Philippines,PHL,2013,42702.0,45862.0,46027.0
5140,Philippines,PHL,2014,43118.0,46079.0,46839.0
5141,Philippines,PHL,2015,13702.0,27768.27,45734.0
5142,Philippines,PHL,2016,42700.37,39754.62,50163.28
5143,Philippines,PHL,2017,44083.59,69776.24,68167.1
5144,Philippines,PHL,2018,72320.55,92163.95,93485.74
5145,Philippines,PHL,2019,22741.75,28649.14,26461.23
5146,Philippines,PHL,2020,53901.22,65435.85,65041.43
5199,Poland,POL,2002,280000.0,527000.0,1305000.0
5200,Poland,POL,2003,265000.0,553000.0,1626000.0
5201,Poland,POL,2004,366000.0,594000.0,1644000.0
5202,Poland,POL,2005,313000.0,596000.0,1735000.0
5203,Poland,POL,2006,293000.0,595000.0,1714000.0
5204,Poland,POL,2007,349000.0,648000.0,1833000.0
5205,Poland,POL,2008,308000.0,536000.0,1716000.0
5206,Poland,POL,2009,190000.0,241000.0,1545000.0
5207,Poland,POL,2010,330000.0,486000.0,1637000.0
5208,Poland,POL,2011,330000.0,538000.0,1766000.0
5209,Poland,POL,2012,347000.0,474000.0,1880000.0
5210,Poland,POL,2013,306000.0,372000.0,1834000.0
5211,Poland,POL,2014,301282.0,413329.0,1948991.0
5212,Poland,POL,2015,383140.0,475265.0,2010160.0
5213,Poland,POL,2016,399368.0,475114.0,1966820.0
5214,Poland,POL,2017,430311.0,469098.0,2057909.0
5215,Poland,POL,2018,420665.0,441591.0,2023411.0
5216,Poland,POL,2019,420802.0,474011.0,2006141.0
5217,Poland,POL,2020,380917.0,449626.0,2098027.0
5278,Portugal,PRT,2002,0.0,87069.99,157000.77
5279,Portugal,PRT,2003,0.0,78576.48,152739.5
5280,Portugal,PRT,2004,0.0,70082.97,148478.22
5281,Portugal,PRT,2005,0.0,61589.47,144216.94
5282,Portugal,PRT,2006,0.0,53095.96,139955.67
5283,Portugal,PRT,2007,0.0,18535.7,168465.95
5284,Portugal,PRT,2008,0.0,51908.24,143489.44
5285,Portugal,PRT,2009,0.0,18818.6,73613.51
5286,Portugal,PRT,2010,0.0,50098.6,111061.11
5287,Portugal,PRT,2011,0.0,55129.62,124766.43
5288,Portugal,PRT,2012,0.0,51687.52,117560.29
5289,Portugal,PRT,2013,0.0,41969.64,91240.94
5290,Portugal,PRT,2014,0.0,47030.62,114383.64
5291,Portugal,PRT,2015,0.0,48876.14,113688.18
5292,Portugal,PRT,2016,0.0,48743.3,109991.95
5293,Portugal,PRT,2017,0.0,46764.83,113186.47
5294,Portugal,PRT,2018,0.0,48062.06,70024.68
5295,Portugal,PRT,2019,0.0,48062.06,70024.68
5296,Portugal,PRT,2020,0.0,48062.06,70024.68
5386,Romania,ROU,2002,0.0,73200.0,762800.0
5387,Romania,ROU,2003,0.0,70300.0,715200.0
5388,Romania,ROU,2004,0.0,65000.0,941400.0
5389,Romania,ROU,2005,0.0,105000.0,1170700.0
5390,Romania,ROU,2006,0.0,78400.0,970400.0
5391,Romania,ROU,2007,0.0,68000.0,991000.0
5392,Romania,ROU,2008,0.0,60000.0,898000.0
5393,Romania,ROU,2009,0.0,70000.0,909300.0
5394,Romania,ROU,2010,0.0,80000.0,656664.9
5395,Romania,ROU,2011,0.0,80000.0,588155.5
5396,Romania,ROU,2012,0.0,114000.0,595484.94
5397,Romania,ROU,2013,0.0,65804.7,673083.75
5398,Romania,ROU,2014,0.0,59140.95,707853.4
5399,Romania,ROU,2015,0.0,71691.45,406330.75
5400,Romania,ROU,2016,0.0,70770.6,326741.4
5401,Romania,ROU,2017,0.0,68106.75,395367.12
5402,Romania,ROU,2018,0.0,81508.05,450224.84
5403,Romania,ROU,2019,0.0,81508.05,802335.0
5404,Romania,ROU,2020,0.0,81508.05,1205134.0
5446,Russia,RUS,1992,3454200.0,3000000.0,5825000.0
5447,Russia,RUS,1993,2628000.0,2511800.0,4805000.0
5448,Russia,RUS,1994,2498200.0,1716000.0,4129000.0
5449,Russia,RUS,1995,2814000.0,1933000.0,4856000.0
5450,Russia,RUS,1996,2618000.0,1575000.0,4900000.0
5451,Russia,RUS,1997,3403000.0,1853000.0,4094700.0
5452,Russia,RUS,1998,3461000.0,1688000.0,4135000.0
5453,Russia,RUS,1999,4050000.0,2017000.0,4966100.0
5454,Russia,RUS,2000,3716000.0,2319800.0,5451900.0
5455,Russia,RUS,2001,4257600.0,2402200.0,5874000.0
5456,Russia,RUS,2002,5080000.0,2513000.0,5968000.0
5457,Russia,RUS,2003,5465000.0,2593000.0,5995000.0
5458,Russia,RUS,2004,6405000.0,2802000.0,6591000.0
5459,Russia,RUS,2005,7131000.0,2766000.0,6725000.0
5460,Russia,RUS,2006,6610000.0,2766000.0,6830000.0
5461,Russia,RUS,2007,7277000.0,2807000.0,7203000.0
5462,Russia,RUS,2008,6738000.0,2571000.0,6890000.0
5463,Russia,RUS,2009,4145250.0,1111416.0,5463668.0
5464,Russia,RUS,2010,6662640.0,2576658.0,7583682.0
5465,Russia,RUS,2011,7088670.0,2343370.0,7776514.0
5466,Russia,RUS,2012,6008250.0,2157688.0,7706191.0
5467,Russia,RUS,2013,7150000.0,3053100.0,8237800.0
5468,Russia,RUS,2014,8441000.0,3065800.0,8216800.0
5469,Russia,RUS,2015,8093900.0,3319200.0,8732400.0
5470,Russia,RUS,2016,7770000.0,3576000.0,9474800.0
5471,Russia,RUS,2017,8649400.0,3865500.0,10052200.0
5472,Russia,RUS,2018,8547600.0,3992600.0,10421300.0
5473,Russia,RUS,2019,8675000.0,4115200.0,10913200.0
5474,Russia,RUS,2020,9477000.0,4246600.0,11189700.0
5531,Saudi Arabia,SAU,2002,0.0,123980.0,1426800.0
5532,Saudi Arabia,SAU,2003,0.0,152760.0,1426800.0
5533,Saudi Arabia,SAU,2004,0.0,116000.0,1418600.0
5534,Saudi Arabia,SAU,2005,0.0,135380.0,1459600.0
5535,Saudi Arabia,SAU,2006,0.0,105390.0,1640000.0
5536,Saudi Arabia,SAU,2007,0.0,139100.0,2132000.0
5537,Saudi Arabia,SAU,2008,0.0,75500.0,2132000.0
5539,Saudi Arabia,SAU,2010,0.0,115290.0,2132000.0
5540,Saudi Arabia,SAU,2011,0.0,300000.0,2132000.0
5541,Saudi Arabia,SAU,2012,0.0,900000.0,2132000.0
5542,Saudi Arabia,SAU,2013,0.0,898457.8,2573298.0
5543,Saudi Arabia,SAU,2014,0.0,900000.0,1999436.2
5544,Saudi Arabia,SAU,2015,0.0,1328400.0,2320300.0
5545,Saudi Arabia,SAU,2016,0.0,1343400.0,2577500.0
5546,Saudi Arabia,SAU,2018,0.0,1476500.0,2760800.0
5547,Saudi Arabia,SAU,2019,0.0,1476500.0,2760800.0
5548,Saudi Arabia,SAU,2020,0.0,1476500.0,2760800.0
5582,Senegal,SEN,2002,0.0,28800.0,15000.0
5583,Senegal,SEN,2003,0.0,26800.0,32028.0
5584,Senegal,SEN,2004,0.0,29000.0,24893.0
5585,Senegal,SEN,2005,0.0,29100.0,15856.0
5586,Senegal,SEN,2006,0.0,2300.0,2599.0
5587,Senegal,SEN,2007,0.0,13100.0,5903.0
5588,Senegal,SEN,2008,0.0,4400.0,4812.0
5592,Senegal,SEN,2015,0.0,10600.0,4932.26
5593,Senegal,SEN,2016,0.0,13284.8,11384.7
5594,Senegal,SEN,2017,0.0,58334.9,26959.25
5595,Senegal,SEN,2018,0.0,40519.56,14146.27
5596,Senegal,SEN,2019,0.0,7366.9,18929.56
5597,Senegal,SEN,2020,0.0,7366.9,20224.3
5636,Serbia,SRB,2006,0.0,22111.0,104146.0
5637,Serbia,SRB,2007,0.0,25456.0,155873.0
5638,Serbia,SRB,2008,0.0,32403.0,86162.0
5639,Serbia,SRB,2009,0.0,34105.0,119442.0
5640,Serbia,SRB,2010,0.0,40977.0,138202.0
5641,Serbia,SRB,2011,0.0,40525.0,176497.0
5642,Serbia,SRB,2012,0.0,37284.0,187003.0
5643,Serbia,SRB,2013,0.0,35533.4,192232.44
5644,Serbia,SRB,2014,0.0,38916.9,103510.38
5645,Serbia,SRB,2015,0.0,34154.25,74132.85
5646,Serbia,SRB,2016,0.0,38168.1,66569.1
5647,Serbia,SRB,2017,0.0,40788.9,79238.7
5648,Serbia,SRB,2018,0.0,41354.1,84879.5
5649,Serbia,SRB,2019,0.0,62140.8,82039.96
5650,Serbia,SRB,2020,0.0,77432.73,71398.79
5651,Serbia and Montenegro,OWID_SRM,2002,33766.0,35549.0,111864.0
5652,Serbia and Montenegro,OWID_SRM,2003,39523.0,41915.0,87688.0
5653,Serbia and Montenegro,OWID_SRM,2004,42425.0,43835.0,199317.0
5654,Serbia and Montenegro,OWID_SRM,2005,39087.0,40421.0,184512.0
5710,Slovenia,SVN,2002,5.0,59.0,351.0
5711,Slovenia,SVN,2003,1.0,24.0,295.0
5712,Slovenia,SVN,2004,5.0,29.0,375.0
5713,Slovenia,SVN,2005,26.0,4.0,27.0
5789,South Africa,ZAF,2004,0.0,205300.0,285900.0
5790,South Africa,ZAF,2005,0.0,174200.0,239600.0
5791,South Africa,ZAF,2006,0.0,150500.0,278400.0
5792,South Africa,ZAF,2013,0.0,194000.0,149600.0
5793,South Africa,ZAF,2014,0.0,230900.0,200900.0
5794,South Africa,ZAF,2015,0.0,174000.0,141400.0
5795,South Africa,ZAF,2016,0.0,208200.0,129300.0
5796,South Africa,ZAF,2017,0.0,196300.0,170900.0
5797,South Africa,ZAF,2018,0.0,233800.0,164300.0
5798,South Africa,ZAF,2019,0.0,233800.0,164300.0
5799,South Africa,ZAF,2020,0.0,233800.0,164300.0
5909,South Korea,KOR,2001,34569.0,384869.0,468610.0
5910,South Korea,KOR,2002,0.0,352938.0,636959.0
5911,South Korea,KOR,2003,0.0,368684.0,618500.0
5912,South Korea,KOR,2004,0.0,377192.0,687183.0
5913,South Korea,KOR,2005,0.0,372918.0,766632.0
5914,South Korea,KOR,2006,0.0,368688.0,583922.0
5915,South Korea,KOR,2007,0.0,389661.0,629473.0
5916,South Korea,KOR,2008,0.0,350673.0,594248.0
5917,South Korea,KOR,2009,0.0,224140.0,496590.0
5918,South Korea,KOR,2010,0.0,284169.0,529531.0
5919,South Korea,KOR,2011,0.0,262656.0,497659.0
5920,South Korea,KOR,2012,0.0,245514.0,476530.0
5921,South Korea,KOR,2013,0.0,258299.0,439881.0
5922,South Korea,KOR,2014,0.0,277489.0,380208.0
5923,South Korea,KOR,2015,0.0,259248.0,334296.0
5924,South Korea,KOR,2016,159919.0,258768.0,350224.0
5925,South Korea,KOR,2017,170526.0,266424.0,406383.0
5926,South Korea,KOR,2018,179057.0,270275.0,403231.0
5927,South Korea,KOR,2019,168088.0,263778.0,404045.0
5928,South Korea,KOR,2020,166058.0,260794.0,367726.0
6209,Spain,ESP,1961,236324.0,302888.0,137527.0
6210,Spain,ESP,1962,209070.0,313498.0,153046.0
6211,Spain,ESP,1963,209708.0,316332.0,154646.0
6212,Spain,ESP,1964,281249.0,318852.0,234318.0
6213,Spain,ESP,1965,366100.0,316615.0,322611.0
6214,Spain,ESP,1966,463600.0,355800.0,371700.0
6215,Spain,ESP,1967,524300.0,327500.0,424900.0
6216,Spain,ESP,1968,539200.0,356500.0,494000.0
6217,Spain,ESP,1969,538700.0,382200.0,550600.0
6218,Spain,ESP,1970,524000.0,487000.0,592000.0
6219,Spain,ESP,1971,502000.0,554000.0,673000.0
6220,Spain,ESP,1972,513615.0,576000.0,723572.0
6221,Spain,ESP,1973,457267.0,615000.0,762678.0
6222,Spain,ESP,1974,380635.0,606464.0,721998.0
6223,Spain,ESP,1975,512355.0,456200.0,825388.0
6224,Spain,ESP,1976,566403.0,592200.0,883248.0
6225,Spain,ESP,1977,551800.0,478900.0,906020.0
6226,Spain,ESP,1978,662770.0,493100.0,929200.0
6227,Spain,ESP,1979,669350.0,478000.0,949651.0
6228,Spain,ESP,1980,691219.0,497300.0,959790.0
6229,Spain,ESP,1981,720948.0,371579.0,895624.0
6230,Spain,ESP,1982,620124.0,449234.0,851888.0
6231,Spain,ESP,1983,653500.0,409829.0,858007.0
6232,Spain,ESP,1984,662239.0,463934.0,980220.0
6233,Spain,ESP,1985,686512.0,480696.0,982201.0
6234,Spain,ESP,1986,728639.0,429085.0,987800.0
6235,Spain,ESP,1987,754051.0,451100.0,975300.0
6236,Spain,ESP,1988,754193.0,418954.0,935546.0
6237,Spain,ESP,1989,728737.0,368174.0,966709.0
6238,Spain,ESP,1990,642286.0,292990.0,869644.0
6239,Spain,ESP,1991,542612.0,270555.0,862156.0
6240,Spain,ESP,1992,628554.0,296271.0,655474.0
6241,Spain,ESP,1993,698248.0,365200.0,741860.0
6242,Spain,ESP,1994,683700.0,421900.0,788300.0
6243,Spain,ESP,1995,650000.0,413300.0,844700.0
6244,Spain,ESP,1996,680050.0,333000.0,881700.0
6245,Spain,ESP,1997,640000.0,486000.0,918500.0
6246,Spain,ESP,1998,496000.0,530000.0,898000.0
6247,Spain,ESP,1999,549000.0,459000.0,921000.0
6248,Spain,ESP,2000,550700.0,439900.0,813600.0
6249,Spain,ESP,2001,471000.0,433400.0,832700.0
6250,Spain,ESP,2002,407234.0,382414.0,772116.0
6251,Spain,ESP,2003,665316.0,374933.0,790871.0
6252,Spain,ESP,2004,709791.0,354090.0,761124.0
6253,Spain,ESP,2005,643475.0,331152.0,794693.0
6254,Spain,ESP,2006,580505.0,310174.0,715644.0
6255,Spain,ESP,2007,621309.0,362369.0,710298.0
6256,Spain,ESP,2008,571742.0,292088.0,628297.0
6257,Spain,ESP,2009,416670.0,104324.0,620177.0
6258,Spain,ESP,2010,445333.0,299467.0,714928.0
6259,Spain,ESP,2011,611341.0,262606.0,718130.0
6260,Spain,ESP,2012,679249.0,269712.0,748875.0
6261,Spain,ESP,2013,706283.0,257090.0,709999.0
6262,Spain,ESP,2014,699930.0,190587.0,691125.0
6263,Spain,ESP,2015,711991.0,213801.0,724247.0
6264,Spain,ESP,2016,698235.0,205989.0,703822.0
6265,Spain,ESP,2017,643876.0,211302.0,727980.0
6266,Spain,ESP,2018,677212.0,203567.0,754689.0
6267,Spain,ESP,2019,677212.0,203567.0,754689.0
6268,Spain,ESP,2020,677212.0,203567.0,754689.0
6269,Sri Lanka,LKA,2013,0.0,16373.12,0.0
6270,Sri Lanka,LKA,2014,0.0,17261.24,0.0
6271,Sri Lanka,LKA,2015,0.0,16448.07,0.0
6272,Sri Lanka,LKA,2016,0.0,10352.99,0.0
6273,Sri Lanka,LKA,2017,0.0,13844.93,0.0
6274,Sri Lanka,LKA,2018,0.0,14452.14,0.0
6275,Sri Lanka,LKA,2019,0.0,14452.14,0.0
6276,Sri Lanka,LKA,2020,0.0,14452.14,0.0
6336,Sweden,SWE,2002,0.0,24000.0,62900.0
6337,Sweden,SWE,2003,0.0,24000.0,57113.0
6338,Sweden,SWE,2004,0.0,24000.0,59226.0
6339,Sweden,SWE,2005,0.0,24000.0,53224.0
6340,Sweden,SWE,2006,0.0,10000.0,79600.0
6341,Sweden,SWE,2007,0.0,10000.0,79281.0
