,Entity,Code,Year,Nutrient potash,Nutrient phosphate,Nutrient nitrogen
6444,Syria,SYR,2002,0.0,85100.0,154520.0
6445,Syria,SYR,2003,0.0,107617.0,131190.0
6446,Syria,SYR,2004,0.0,103629.0,112497.0
6447,Syria,SYR,2005,0.0,127818.0,129192.0
6448,Syria,SYR,2006,0.0,118448.0,133478.0
6449,Syria,SYR,2007,0.0,94228.0,140547.0
6450,Syria,SYR,2008,0.0,99062.0,141927.0
6451,Syria,SYR,2009,0.0,64808.0,134610.0
6452,Syria,SYR,2013,0.0,17480.0,23760.0
6453,Syria,SYR,2014,0.0,17480.0,23760.0
6497,Taiwan,TWN,2010,0.0,92586.96,105327.42
6498,Taiwan,TWN,2011,0.0,82466.04,99641.01
6499,Taiwan,TWN,2012,0.0,78184.36,105147.42
6500,Taiwan,TWN,2013,0.0,61628.96,99792.0
6501,Taiwan,TWN,2014,0.0,55552.92,93261.63
6502,Taiwan,TWN,2015,0.0,42461.68,75682.32
6503,Taiwan,TWN,2016,0.0,42772.93,85017.01
6504,Taiwan,TWN,2017,1162.8,49918.28,124571.37
6505,Taiwan,TWN,2018,0.0,41898.56,122429.89
6506,Taiwan,TWN,2019,0.0,39675.92,133207.62
6507,Taiwan,TWN,2020,21886.93,20411.94,68976.18
6545,Tanzania,TZA,1983,800.0,4106.0,4966.0
6546,Tanzania,TZA,1984,2200.0,6300.0,8200.0
6573,Thailand,THA,2002,0.0,80000.0,108000.0
6574,Thailand,THA,2003,0.0,51440.0,108972.0
6575,Thailand,THA,2004,0.0,57150.0,130875.0
6576,Thailand,THA,2005,0.0,57150.0,110982.0
6701,Tunisia,TUN,2002,0.0,973100.0,305582.88
6702,Tunisia,TUN,2003,0.0,1014700.0,334202.9
6703,Tunisia,TUN,2004,0.0,999300.0,279386.28
6704,Tunisia,TUN,2005,0.0,906200.0,263567.56
6705,Tunisia,TUN,2006,0.0,886800.0,266176.97
6706,Tunisia,TUN,2007,0.0,852300.0,226288.1
6707,Tunisia,TUN,2008,0.0,995900.0,226451.02
6708,Tunisia,TUN,2009,0.0,859400.0,267852.47
6709,Tunisia,TUN,2010,0.0,997200.0,324920.9
6710,Tunisia,TUN,2011,0.0,397900.0,124827.98
6711,Tunisia,TUN,2012,0.0,527700.0,186047.4
6712,Tunisia,TUN,2013,0.0,665500.0,186124.1
6713,Tunisia,TUN,2014,0.0,501000.0,191245.88
6714,Tunisia,TUN,2015,0.0,312300.0,133651.44
6715,Tunisia,TUN,2016,0.0,457800.0,132749.94
6716,Tunisia,TUN,2017,0.0,403300.0,201199.27
6717,Tunisia,TUN,2018,0.0,277300.0,149547.55
6718,Tunisia,TUN,2019,0.0,277300.0,138621.27
6719,Tunisia,TUN,2020,0.0,277300.0,138621.27
6761,Turkey,TUR,2002,0.0,311200.0,651700.0
6762,Turkey,TUR,2003,0.0,455450.0,839321.0
6763,Turkey,TUR,2004,0.0,396963.0,807224.0
6764,Turkey,TUR,2005,0.0,406244.0,835865.0
6765,Turkey,TUR,2006,0.0,365672.0,649065.0
6766,Turkey,TUR,2007,0.0,399987.0,596764.0
6767,Turkey,TUR,2008,0.0,352625.0,612743.0
6768,Turkey,TUR,2009,0.0,461905.0,625072.0
6769,Turkey,TUR,2010,0.0,531078.0,768588.0
6770,Turkey,TUR,2011,0.0,404739.0,891695.0
6771,Turkey,TUR,2012,0.0,382702.0,867014.0
6772,Turkey,TUR,2013,0.0,435441.0,865777.0
6773,Turkey,TUR,2014,0.0,487712.0,821860.0
6774,Turkey,TUR,2015,0.0,516038.0,867370.0
6775,Turkey,TUR,2016,0.0,492866.0,775026.0
6776,Turkey,TUR,2017,0.0,522848.0,876701.0
6777,Turkey,TUR,2018,0.0,468740.0,979901.0
6778,Turkey,TUR,2019,99844.0,497642.0,1143689.0
6779,Turkey,TUR,2020,112870.0,761628.0,1469117.0
6821,Turkmenistan,TKM,1992,0.0,35000.0,69600.0
6822,Turkmenistan,TKM,1993,0.0,35000.0,104800.0
6823,Turkmenistan,TKM,1994,0.0,1400.0,102600.0
6824,Turkmenistan,TKM,1995,0.0,2000.0,105000.0
6826,Turkmenistan,TKM,1997,0.0,5000.0,110000.0
6827,Turkmenistan,TKM,1998,0.0,5000.0,57000.0
6828,Turkmenistan,TKM,1999,0.0,5000.0,60000.0
6836,Turkmenistan,TKM,2007,0.0,5000.0,250000.0
6844,Turkmenistan,TKM,2015,0.0,32000.0,485000.0
6845,Turkmenistan,TKM,2016,0.0,18000.0,481200.0
6846,Turkmenistan,TKM,2017,0.0,10000.0,510000.0
6847,Turkmenistan,TKM,2018,21000.0,31200.0,507000.0
6848,Turkmenistan,TKM,2019,21000.0,20000.0,610800.0
6849,Turkmenistan,TKM,2020,21000.0,20000.0,610800.0
6850,USSR,OWID_USS,1961,1165000.0,1275000.0,1168000.0
6851,USSR,OWID_USS,1962,1331000.0,1337000.0,1414000.0
6852,USSR,OWID_USS,1963,1400000.0,1475000.0,1759000.0
6853,USSR,OWID_USS,1964,1894000.0,2006000.0,2099000.0
6854,USSR,OWID_USS,1965,2368000.0,2300000.0,2712000.0
6855,USSR,OWID_USS,1966,2626000.0,2615000.0,3188000.0
6856,USSR,OWID_USS,1967,2868000.0,2774000.0,3753000.0
6857,USSR,OWID_USS,1968,3120000.0,2916000.0,4177000.0
6858,USSR,OWID_USS,1969,3244000.0,3036000.0,4509000.0
6859,USSR,OWID_USS,1970,4087000.0,3534000.0,5423000.0
6860,USSR,OWID_USS,1971,4807000.0,3703000.0,6055000.0
6861,USSR,OWID_USS,1972,5433000.0,4896000.0,6533000.0
6862,USSR,OWID_USS,1973,5918000.0,4007000.0,7209000.0
6863,USSR,OWID_USS,1974,6586000.0,4538000.0,7806000.0
6864,USSR,OWID_USS,1975,7944000.0,5165000.0,8467000.0
6865,USSR,OWID_USS,1976,8310000.0,5226000.0,8531000.0
6866,USSR,OWID_USS,1977,8347000.0,5586000.0,9025000.0
6867,USSR,OWID_USS,1978,8193000.0,5811000.0,9220000.0
6868,USSR,OWID_USS,1979,6635000.0,5930000.0,9074000.0
6869,USSR,OWID_USS,1980,8064000.0,6023000.0,10155000.0
6870,USSR,OWID_USS,1981,8449000.0,6343000.0,10581000.0
6871,USSR,OWID_USS,1982,8079000.0,6560000.0,11593000.0
6872,USSR,OWID_USS,1983,9294000.0,6882000.0,13014000.0
6873,USSR,OWID_USS,1984,9776000.0,7108000.0,13328000.0
6874,USSR,OWID_USS,1985,10367000.0,7831000.0,14223000.0
6875,USSR,OWID_USS,1986,10228000.0,8477000.0,14996000.0
6876,USSR,OWID_USS,1987,10887900.0,8725000.0,15007000.0
6877,USSR,OWID_USS,1988,11300300.0,9069000.0,15614300.0
6878,USSR,OWID_USS,1989,10232600.0,8903000.0,14272000.0
6879,USSR,OWID_USS,1990,9035200.0,8961000.0,13084400.0
6880,USSR,OWID_USS,1991,8531000.0,7686000.0,12102000.0
6902,Ukraine,UKR,1992,122200.0,591000.0,2543000.0
6903,Ukraine,UKR,1993,88000.0,324000.0,2215300.0
6904,Ukraine,UKR,1994,78000.0,270000.0,1966000.0
6905,Ukraine,UKR,1995,55100.0,294000.0,1830000.0
6906,Ukraine,UKR,1996,39300.0,326500.0,2083300.0
6907,Ukraine,UKR,1997,52200.0,299600.0,2001700.0
6908,Ukraine,UKR,1998,33600.0,231100.0,1687100.0
6909,Ukraine,UKR,1999,11800.0,211400.0,1910000.0
6910,Ukraine,UKR,2000,19300.0,77100.0,2129600.0
6911,Ukraine,UKR,2001,15000.0,42300.0,2068800.0
6912,Ukraine,UKR,2002,0.0,19600.0,2249670.0
6913,Ukraine,UKR,2003,0.0,26900.0,2423344.5
6914,Ukraine,UKR,2004,0.0,87100.0,2293649.0
6915,Ukraine,UKR,2005,0.0,110900.0,2571450.0
6916,Ukraine,UKR,2006,0.0,131300.0,2486865.0
6917,Ukraine,UKR,2007,0.0,127400.0,2921600.0
6918,Ukraine,UKR,2008,0.0,126900.0,2815900.0
6919,Ukraine,UKR,2009,0.0,25300.0,2076960.0
6920,Ukraine,UKR,2010,0.0,77300.0,2088220.0
6921,Ukraine,UKR,2011,0.0,97000.0,2765760.0
6922,Ukraine,UKR,2012,0.0,106500.0,2757740.0
6923,Ukraine,UKR,2013,0.0,53200.0,2222779.0
6924,Ukraine,UKR,2014,0.0,86700.0,1626459.0
6925,Ukraine,UKR,2015,0.0,44200.0,1431218.0
6926,Ukraine,UKR,2016,0.0,47600.0,1510371.5
6927,Ukraine,UKR,2017,0.0,8400.0,1068564.0
6928,Ukraine,UKR,2018,0.0,42500.0,983471.5
6929,Ukraine,UKR,2019,0.0,42500.0,983471.5
6930,Ukraine,UKR,2020,0.0,42500.0,983471.5
6969,United Kingdom,GBR,1973,4600.0,438000.0,755400.0
6970,United Kingdom,GBR,1974,12000.0,455700.0,997000.0
6971,United Kingdom,GBR,1975,34000.0,467100.0,1055000.0
6972,United Kingdom,GBR,1976,49000.0,445000.0,1071000.0
6973,United Kingdom,GBR,1977,121000.0,433000.0,1199000.0
6974,United Kingdom,GBR,1978,172000.0,420600.0,1147000.0
6975,United Kingdom,GBR,1979,276000.0,472000.0,1316000.0
6976,United Kingdom,GBR,1980,307000.0,326000.0,1167000.0
6977,United Kingdom,GBR,1981,281000.0,346000.0,1270000.0
6978,United Kingdom,GBR,1982,261000.0,324200.0,1399000.0
6979,United Kingdom,GBR,1983,315000.0,326100.0,1372000.0
6980,United Kingdom,GBR,1984,329000.0,335000.0,1360000.0
6981,United Kingdom,GBR,1985,344000.0,280000.0,1309000.0
6982,United Kingdom,GBR,1986,409000.0,285000.0,1316000.0
6983,United Kingdom,GBR,1987,473600.0,200000.0,1105000.0
6984,United Kingdom,GBR,1988,444900.0,230000.0,1150000.0
6985,United Kingdom,GBR,1989,463000.0,179000.0,1100000.0
6986,United Kingdom,GBR,1990,488000.0,134000.0,980000.0
6987,United Kingdom,GBR,1991,494000.0,76000.0,850000.0
6988,United Kingdom,GBR,1992,530000.0,96000.0,750000.0
6989,United Kingdom,GBR,1993,555000.0,92000.0,803000.0
6990,United Kingdom,GBR,1994,580000.0,66000.0,800000.0
6991,United Kingdom,GBR,1995,582000.0,88000.0,729000.0
6992,United Kingdom,GBR,1996,618000.0,111000.0,896000.0
6993,United Kingdom,GBR,1997,565000.0,190000.0,919000.0
6994,United Kingdom,GBR,1998,608000.0,119000.0,894000.0
6995,United Kingdom,GBR,1999,457000.0,44000.0,760000.0
6996,United Kingdom,GBR,2000,601000.0,43000.0,483000.0
6997,United Kingdom,GBR,2001,532000.0,50000.0,520000.0
6998,United Kingdom,GBR,2002,540000.0,45000.0,579000.0
6999,United Kingdom,GBR,2003,621400.0,43000.0,495000.0
7000,United Kingdom,GBR,2004,539500.0,59000.0,483000.0
7001,United Kingdom,GBR,2005,439000.0,53000.0,458200.0
7002,United Kingdom,GBR,2006,429500.0,53000.0,411300.0
7003,United Kingdom,GBR,2007,427000.0,53000.0,489400.0
7004,United Kingdom,GBR,2008,403000.0,52500.0,342000.0
7005,United Kingdom,GBR,2009,200000.0,24000.0,336000.0
7006,United Kingdom,GBR,2010,293000.0,26000.0,374000.0
7007,United Kingdom,GBR,2011,462000.0,28000.0,358000.0
7008,United Kingdom,GBR,2012,540000.0,25000.0,323500.0
7009,United Kingdom,GBR,2013,14000.0,27000.0,306500.0
7010,United Kingdom,GBR,2014,18000.0,25000.0,324600.0
7011,United Kingdom,GBR,2015,29000.0,26000.0,358700.0
7029,United States,USA,1961,2329000.0,2743000.0,3042000.0
7030,United States,USA,1962,2328000.0,3020000.0,3490000.0
7031,United States,USA,1963,2508000.0,3410000.0,4012000.0
7032,United States,USA,1964,2516000.0,3652000.0,4465000.0
7033,United States,USA,1965,2592000.0,4260000.0,5081000.0
7034,United States,USA,1966,2811000.0,4697000.0,5546000.0
7035,United States,USA,1967,2456000.0,4992000.0,6607000.0
7036,United States,USA,1968,2488000.0,4624000.0,7139000.0
7037,United States,USA,1969,2205000.0,5001000.0,7562000.0
7038,United States,USA,1970,2259000.0,5369000.0,8161000.0
7039,United States,USA,1971,2207000.0,5601000.0,8091000.0
7040,United States,USA,1972,2441000.0,5795000.0,8433000.0
7041,United States,USA,1973,2363000.0,6232000.0,9158000.0
7042,United States,USA,1974,2075000.0,6568000.0,8474000.0
7043,United States,USA,1975,2099000.0,6531000.0,9591000.0
7044,United States,USA,1976,2344000.0,7070400.0,9787900.0
7045,United States,USA,1977,1975000.0,7480000.0,9495000.0
7046,United States,USA,1978,2286000.0,8556000.0,10076000.0
7047,United States,USA,1979,2245000.0,9083000.0,11180000.0
7048,United States,USA,1980,2052000.0,9500000.0,11825000.0
7049,United States,USA,1981,1635000.0,7092000.0,10523000.0
7050,United States,USA,1982,1687000.0,7296000.0,9000000.0
7051,United States,USA,1983,1500000.0,8719000.0,9401000.0
7052,United States,USA,1984,1282000.0,9676000.0,11370000.0
7053,United States,USA,1985,954000.0,7784000.0,9457000.0
7054,United States,USA,1986,1207000.0,8984000.0,11176000.0
7055,United States,USA,1987,1291000.0,9276000.0,12162000.0
7056,United States,USA,1988,1113000.0,9579000.0,12728000.0
7057,United States,USA,1989,1007000.0,9590000.0,12576000.0
7058,United States,USA,1990,1008000.0,10137000.0,13124000.0
7059,United States,USA,1991,938000.0,11137000.0,13557000.0
7060,United States,USA,1992,938000.0,10683000.0,14006000.0
7061,United States,USA,1993,842000.0,10223000.0,14415000.0
7062,United States,USA,1994,827000.0,11055000.0,14017000.0
7063,United States,USA,1995,843000.0,10500000.0,14244000.0
7064,United States,USA,1996,834000.0,10900000.0,15226000.0
7065,United States,USA,1997,1435264.0,9005161.0,13786105.0
7066,United States,USA,1998,902658.0,9000907.0,13499233.0
7067,United States,USA,1999,865463.0,8470326.0,11230467.0
7068,United States,USA,2000,810124.0,7252309.0,9903675.0
7069,United States,USA,2001,708834.0,8156949.0,9922871.0
7070,United States,USA,2002,822800.0,7595800.0,9386500.0
7071,United States,USA,2003,660000.0,7024700.0,8583681.0
7072,United States,USA,2004,793000.0,6930800.0,8969917.0
7073,United States,USA,2005,1200000.0,6750500.0,8317466.0
7074,United States,USA,2006,1100000.0,6942200.0,8168644.0
7075,United States,USA,2007,1100000.0,6954200.0,8516272.0
7076,United States,USA,2008,817926.0,5919300.0,8063062.0
7077,United States,USA,2009,524812.0,5816600.0,7632797.0
7078,United States,USA,2010,749070.0,6297200.0,8233925.0
7079,United States,USA,2011,825002.0,6122800.0,8590263.0
7080,United States,USA,2012,799778.75,6456300.0,8391946.0
7081,United States,USA,2013,826279.0,6859200.0,8897875.0
7082,United States,USA,2014,790679.0,6557800.0,9132640.0
7083,United States,USA,2015,617678.75,6346000.0,9452873.0
7084,United States,USA,2016,465578.75,6698300.0,9969020.0
7085,United States,USA,2017,391378.75,6509200.0,11346552.0
7086,United States,USA,2018,381578.75,4600400.0,12749145.0
7087,United States,USA,2019,369838.5,4600400.0,13261507.0
7088,United States,USA,2020,369838.5,4600400.0,13261507.0
7089,Uruguay,URY,2003,0.0,17888.0,0.0
7090,Uruguay,URY,2013,0.0,23000.0,0.0
7091,Uruguay,URY,2014,0.0,16400.0,0.0
7092,Uruguay,URY,2015,0.0,15500.0,0.0
7093,Uruguay,URY,2016,0.0,20400.0,0.0
7094,Uruguay,URY,2017,0.0,15200.0,0.0
7095,Uruguay,URY,2018,0.0,18500.0,0.0
7096,Uruguay,URY,2019,0.0,18500.0,0.0
7097,Uruguay,URY,2020,0.0,18500.0,0.0
7149,Uzbekistan,UZB,2002,0.0,145400.0,623000.0
7150,Uzbekistan,UZB,2003,0.0,117700.0,682400.0
7151,Uzbekistan,UZB,2004,0.0,134500.0,718700.0
7152,Uzbekistan,UZB,2005,0.0,128500.0,710900.0
7153,Uzbekistan,UZB,2006,0.0,128500.0,812100.0
7154,Uzbekistan,UZB,2007,0.0,149200.0,874900.0
7155,Uzbekistan,UZB,2008,0.0,148400.0,916600.0
7156,Uzbekistan,UZB,2009,0.0,153500.0,919700.0
7157,Uzbekistan,UZB,2010,0.0,135460.0,925966.1
7158,Uzbekistan,UZB,2011,108000.0,117420.0,932232.2
7159,Uzbekistan,UZB,2012,125300.0,130380.0,977650.0
7160,Uzbekistan,UZB,2013,84610.0,124840.0,913649.0
7161,Uzbekistan,UZB,2014,96569.0,125077.93,976398.4
7162,Uzbekistan,UZB,2015,143383.27,148421.0,942721.0
7163,Uzbekistan,UZB,2016,138045.0,142990.0,944658.0
7164,Uzbekistan,UZB,2017,168000.0,119090.0,854805.0
7165,Uzbekistan,UZB,2018,182413.0,140375.0,847982.0
7166,Uzbekistan,UZB,2019,199109.0,119447.0,898303.0
7167,Uzbekistan,UZB,2020,137654.31,63581.07,373656.12
7178,Venezuela,VEN,2002,0.0,36000.0,539500.0
7179,Venezuela,VEN,2003,0.0,36000.0,533300.0
7180,Venezuela,VEN,2004,0.0,37000.0,697400.0
7181,Venezuela,VEN,2005,0.0,35900.0,689100.0
7182,Venezuela,VEN,2006,0.0,36900.0,514890.0
7183,Venezuela,VEN,2007,0.0,50000.0,732360.0
7184,Venezuela,VEN,2008,0.0,54800.0,832480.0
7185,Venezuela,VEN,2009,0.0,53200.0,623190.0
7186,Venezuela,VEN,2010,0.0,40250.0,656580.0
7187,Venezuela,VEN,2011,0.0,41457.44,626144.44
7188,Venezuela,VEN,2012,0.0,41860.96,597289.7
7189,Venezuela,VEN,2013,0.0,23695.53,472876.06
7190,Venezuela,VEN,2014,50500.0,28762.67,508842.9
7191,Venezuela,VEN,2015,53300.0,34632.54,426925.22
7192,Venezuela,VEN,2016,36800.0,71700.0,573300.0
7193,Venezuela,VEN,2017,34800.0,56100.0,531300.0
7194,Venezuela,VEN,2018,48000.0,70000.0,198300.0
7195,Venezuela,VEN,2019,48000.0,70000.0,198300.0
7196,Venezuela,VEN,2020,48000.0,70000.0,198300.0
7238,Vietnam,VNM,2002,0.0,236655.28,205382.19
7239,Vietnam,VNM,2003,0.0,264419.03,229476.98
7240,Vietnam,VNM,2004,0.0,350243.53,303959.72
7241,Vietnam,VNM,2005,0.0,447304.0,388194.0
7242,Vietnam,VNM,2006,0.0,454332.34,363636.44
7243,Vietnam,VNM,2007,0.0,501690.25,443609.75
7244,Vietnam,VNM,2008,0.0,484981.22,431272.53
7245,Vietnam,VNM,2009,0.0,458064.78,439462.84
7246,Vietnam,VNM,2010,0.0,447792.53,462488.12
7247,Vietnam,VNM,2011,0.0,472484.4,461328.03
7248,Vietnam,VNM,2012,0.0,467862.3,754400.0
7249,Vietnam,VNM,2013,0.0,465474.0,967380.0
7250,Vietnam,VNM,2014,0.0,513923.03,1011080.0
7251,Vietnam,VNM,2015,0.0,344080.0,1039140.0
7252,Vietnam,VNM,2016,0.0,462150.0,962458.7
7253,Vietnam,VNM,2017,0.0,486228.75,1052485.2
7254,Vietnam,VNM,2018,0.0,498576.28,998067.44
7255,Vietnam,VNM,2019,0.0,510734.1,1099609.9
7256,Vietnam,VNM,2020,0.0,527996.94,1647548.6
7472,World,OWID_WRL,1961,9365603.0,11225085.0,12937059.0
7473,World,OWID_WRL,1962,9829069.0,11832794.0,13544151.0
7474,World,OWID_WRL,1963,10854381.0,13282096.0,15477434.0
7475,World,OWID_WRL,1964,12193257.0,15053725.0,17609862.0
7476,World,OWID_WRL,1965,13836114.0,16714795.0,20325168.0
7477,World,OWID_WRL,1966,14453435.0,18408488.0,23070228.0
7478,World,OWID_WRL,1967,15208048.0,19167740.0,25836184.0
7479,World,OWID_WRL,1968,15775458.0,19429550.0,28141970.0
7480,World,OWID_WRL,1969,16592169.0,20353680.0,30195308.0
7481,World,OWID_WRL,1970,17470504.0,22039958.0,33258266.0
7482,World,OWID_WRL,1971,18923620.0,23667592.0,35249176.0
7483,World,OWID_WRL,1972,19610860.0,26342854.0,38350336.0
7484,World,OWID_WRL,1973,21673970.0,26581338.0,41033280.0
7485,World,OWID_WRL,1974,23116160.0,27134072.0,42414804.0
7486,World,OWID_WRL,1975,22911078.0,26305036.0,44619590.0
7487,World,OWID_WRL,1976,24683600.0,28183848.0,46449524.0
7488,World,OWID_WRL,1977,25430436.0,30314388.0,50468028.0
7489,World,OWID_WRL,1978,26244864.0,31280728.0,55909464.0
7490,World,OWID_WRL,1979,25852484.0,33223496.0,59622704.0
7491,World,OWID_WRL,1980,27457516.0,34479244.0,62777610.0
7492,World,OWID_WRL,1981,25654056.0,31658696.0,62291850.0
7493,World,OWID_WRL,1982,24414228.0,32505692.0,63493890.0
7494,World,OWID_WRL,1983,27884366.0,35307236.0,68268920.0
7495,World,OWID_WRL,1984,28769576.0,36890430.0,74855700.0
7496,World,OWID_WRL,1985,28311500.0,35110904.0,73680820.0
7497,World,OWID_WRL,1986,28786806.0,37424336.0,77696270.0
7498,World,OWID_WRL,1987,30847002.0,39211470.0,82028360.0
7499,World,OWID_WRL,1988,31221640.0,41571684.0,85767304.0
7500,World,OWID_WRL,1989,28742002.0,39954656.0,85185850.0
7501,World,OWID_WRL,1990,26822658.0,39183360.0,82279840.0
7502,World,OWID_WRL,1991,24981706.0,38775150.0,80831180.0
7503,World,OWID_WRL,1992,23201026.0,34394380.0,80314696.0
7504,World,OWID_WRL,1993,19798748.0,31956638.0,80302720.0
7505,World,OWID_WRL,1994,22877064.0,32130098.0,80011670.0
7506,World,OWID_WRL,1995,22703628.0,33500168.0,86486980.0
7507,World,OWID_WRL,1996,22855044.0,33607664.0,90418460.0
7508,World,OWID_WRL,1997,25508450.0,33080446.0,87566040.0
7509,World,OWID_WRL,1998,25600812.0,33328054.0,88392240.0
7510,World,OWID_WRL,1999,25360600.0,33093032.0,89161870.0
7511,World,OWID_WRL,2000,26157188.0,31890884.0,85129096.0
7512,World,OWID_WRL,2001,25917220.0,33710320.0,85670744.0
7513,World,OWID_WRL,2002,26628662.0,33866416.0,87334660.0
7514,World,OWID_WRL,2003,29393418.0,34443036.0,88722230.0
7515,World,OWID_WRL,2004,32128640.0,36762060.0,94211280.0
7516,World,OWID_WRL,2005,31508402.0,37825160.0,95401624.0
7517,World,OWID_WRL,2006,32148760.0,38084120.0,95157920.0
7518,World,OWID_WRL,2007,35282610.0,38770670.0,102402824.0
7519,World,OWID_WRL,2008,30444840.0,35859004.0,100266504.0
7520,World,OWID_WRL,2009,23327152.0,35261468.0,98588050.0
7521,World,OWID_WRL,2010,35020870.0,44094084.0,107431940.0
7522,World,OWID_WRL,2011,37058788.0,44486788.0,107783990.0
7523,World,OWID_WRL,2012,35609816.0,43873572.0,109821540.0
7524,World,OWID_WRL,2013,35422052.0,44591284.0,114908870.0
7525,World,OWID_WRL,2014,41402130.0,45918016.0,115823070.0
7526,World,OWID_WRL,2015,41319428.0,47205816.0,120785400.0
7527,World,OWID_WRL,2016,40818980.0,48530900.0,119405800.0
7528,World,OWID_WRL,2017,43852290.0,46953810.0,120677580.0
7529,World,OWID_WRL,2018,45925720.0,43331516.0,121230530.0
7530,World,OWID_WRL,2019,43670892.0,42888308.0,123987360.0
7531,World,OWID_WRL,2020,44912612.0,44867476.0,123145050.0
7610,Zimbabwe,ZWE,2003,0.0,34000.0,55900.0
7611,Zimbabwe,ZWE,2013,0.0,5600.0,22200.0
7612,Zimbabwe,ZWE,2014,0.0,3800.0,25700.0
7613,Zimbabwe,ZWE,2015,0.0,2000.0,29300.0
7614,Zimbabwe,ZWE,2016,0.0,2100.0,11700.0
7615,Zimbabwe,ZWE,2017,0.0,9500.0,12300.0
7616,Zimbabwe,ZWE,2018,0.0,8100.0,13200.0
7617,Zimbabwe,ZWE,2019,0.0,8100.0,13200.0
7618,Zimbabwe,ZWE,2020,0.0,8100.0,13200.0
